Accession	Description	Organism	Length
H9G5B1	BICD cargo adaptor 2 OS=Anolis carolinensis OX=28377 GN=bicd2 PE=3 SV=2	Anolis carolinensis	700
A0A1S3MCK0	Protein bicaudal D homolog 2-like isoform X4 OS=Salmo salar OX=8030 GN=LOC106571893 PE=3 SV=1	Salmo salar	847
A0A1S3MCJ6	Protein bicaudal D homolog 2-like isoform X1 OS=Salmo salar OX=8030 GN=LOC106571893 PE=3 SV=1	Salmo salar	887
A0A8C6Q4I0	Protein bicaudal D homolog 2-like OS=Nothobranchius furzeri OX=105023 GN=BICD2 PE=3 SV=1	Nothobranchius furzeri	842
A0A672KHV9	Protein bicaudal D homolog 2-like OS=Sinocyclocheilus grahami OX=75366 GN=BICD2 PE=3 SV=1	Sinocyclocheilus grahami	828
A0A1S3MCV5	Protein bicaudal D homolog 2-like isoform X2 OS=Salmo salar OX=8030 GN=LOC106571893 PE=3 SV=1	Salmo salar	862
A0A672KHV4	Protein bicaudal D homolog 2-like OS=Sinocyclocheilus grahami OX=75366 GN=BICD2 PE=3 SV=1	Sinocyclocheilus grahami	819
A0A667IJT5	BICD cargo adaptor 2 OS=Lynx canadensis OX=61383 PE=3 SV=1	Lynx canadensis	739
A0A672KJK6	Protein bicaudal D homolog 2-like OS=Sinocyclocheilus grahami OX=75366 GN=BICD2 PE=3 SV=1	Sinocyclocheilus grahami	848
A0A672KHT2	Protein bicaudal D homolog 2-like OS=Sinocyclocheilus grahami OX=75366 GN=BICD2 PE=3 SV=1	Sinocyclocheilus grahami	862
A0A672MWG4	Protein bicaudal D homolog 2-like OS=Sinocyclocheilus grahami OX=75366 GN=BICD2 PE=3 SV=1	Sinocyclocheilus grahami	848
A0A672KJR5	Protein bicaudal D homolog 2-like OS=Sinocyclocheilus grahami OX=75366 GN=BICD2 PE=3 SV=1	Sinocyclocheilus grahami	841
A0A8C8ECE6	Protein bicaudal D homolog 2 OS=Otus sunia OX=257818 PE=3 SV=1	Otus sunia	686
A0A672N2Y1	Protein bicaudal D homolog 2-like OS=Sinocyclocheilus grahami OX=75366 GN=BICD2 PE=3 SV=1	Sinocyclocheilus grahami	796
A0A672MUB8	Protein bicaudal D homolog 2-like OS=Sinocyclocheilus grahami OX=75366 GN=BICD2 PE=3 SV=1	Sinocyclocheilus grahami	847
A0A672MYA0	Protein bicaudal D homolog 2-like OS=Sinocyclocheilus grahami OX=75366 GN=BICD2 PE=3 SV=1	Sinocyclocheilus grahami	831
A0A8C8CNA5	Protein bicaudal D homolog 2-like OS=Oncorhynchus tshawytscha OX=74940 GN=BICD2 PE=3 SV=1	Oncorhynchus tshawytscha	847
A0A8C5CQF3	Protein bicaudal D homolog 2-like OS=Gadus morhua OX=8049 GN=LOC115542466 PE=3 SV=1	Gadus morhua	820
A0A8C5FGL2	Protein bicaudal D homolog 2-like OS=Gadus morhua OX=8049 GN=LOC115542466 PE=3 SV=1	Gadus morhua	843
A0A8C5BWL9	Protein bicaudal D homolog 2-like OS=Gadus morhua OX=8049 GN=LOC115542466 PE=3 SV=1	Gadus morhua	871
A0A8C5C6I0	Protein bicaudal D homolog 2-like OS=Gadus morhua OX=8049 GN=LOC115542466 PE=3 SV=1	Gadus morhua	803
A0A672MUF5	Protein bicaudal D homolog 2-like OS=Sinocyclocheilus grahami OX=75366 GN=BICD2 PE=3 SV=1	Sinocyclocheilus grahami	811
A0A672KHX3	Protein bicaudal D homolog 2-like OS=Sinocyclocheilus grahami OX=75366 GN=BICD2 PE=3 SV=1	Sinocyclocheilus grahami	800
A0A672MYA5	Protein bicaudal D homolog 2-like OS=Sinocyclocheilus grahami OX=75366 GN=BICD2 PE=3 SV=1	Sinocyclocheilus grahami	818
A0A3P8WZE3	Protein bicaudal D homolog 2-like OS=Cynoglossus semilaevis OX=244447 GN=BICD2 PE=3 SV=1	Cynoglossus semilaevis	816
A0A8C1BGB7	BICD cargo adaptor 2 OS=Cyprinus carpio carpio OX=630221 PE=3 SV=1	Cyprinus carpio carpio	851
A0A8C1H8V7	Uncharacterized protein OS=Cyprinus carpio carpio OX=630221 PE=3 SV=1	Cyprinus carpio carpio	819
A0A8C5B8H9	Protein bicaudal D homolog 2-like OS=Gadus morhua OX=8049 GN=LOC115542466 PE=3 SV=1	Gadus morhua	822
A0A8C1H910	BICD2 protein OS=Cyprinus carpio carpio OX=630221 PE=3 SV=1	Cyprinus carpio carpio	851
A0A8C5FAV9	Protein bicaudal D homolog 2-like OS=Gadus morhua OX=8049 GN=LOC115542466 PE=3 SV=1	Gadus morhua	850
A0A9J8CS63	Uncharacterized protein OS=Cyprinus carpio carpio OX=630221 PE=3 SV=1	Cyprinus carpio carpio	841
A0A8C1H8S9	Protein bicaudal D homolog 2-like OS=Cyprinus carpio carpio OX=630221 PE=3 SV=1	Cyprinus carpio carpio	806
A0A8C1BHC3	Protein bicaudal D homolog 2-like OS=Cyprinus carpio carpio OX=630221 PE=3 SV=1	Cyprinus carpio carpio	807
A0A9J7Z725	Protein bicaudal D homolog 2-like OS=Cyprinus carpio carpio OX=630221 PE=3 SV=1	Cyprinus carpio carpio	810
A0A5A9NZ11	Protein bicaudal D-like protein 2 OS=Triplophysa tibetana OX=1572043 GN=E1301_Tti021832 PE=3 SV=1	Triplophysa tibetana	838
A0A8C1H8V9	BICD cargo adaptor 2 OS=Cyprinus carpio carpio OX=630221 PE=3 SV=1	Cyprinus carpio carpio	844
A0A672KDD0	Protein bicaudal D homolog 2-like OS=Sinocyclocheilus grahami OX=75366 GN=BICD2 PE=3 SV=1	Sinocyclocheilus grahami	840
A0A4W3IFU2	BICD cargo adaptor 2 OS=Callorhinchus milii OX=7868 GN=BICD2 PE=3 SV=1	Callorhinchus milii	783
A0A674P056	Protein bicaudal D homolog 2 OS=Takifugu rubripes OX=31033 GN=BICD2 PE=3 SV=1	Takifugu rubripes	847
A0A8C5SYB3	BICD cargo adaptor 2 OS=Laticauda laticaudata OX=8630 GN=BICD2 PE=3 SV=1	Laticauda laticaudata	702
A0A5N5NL72	BICD cargo adaptor 2 OS=Pangasianodon hypophthalmus OX=310915 GN=PHYPO_G00235380 PE=3 SV=1	Pangasianodon hypophthalmus	827
A0A6Q2X3M9	Protein bicaudal D homolog 2 OS=Esox lucius OX=8010 GN=BICD2 PE=3 SV=1	Esox lucius	847
A0A8C5SU25	BICD cargo adaptor 2 OS=Laticauda laticaudata OX=8630 GN=BICD2 PE=3 SV=1	Laticauda laticaudata	753
A0A7J5ZIZ5	Uncharacterized protein OS=Ameiurus melas OX=219545 GN=AMELA_G00287860 PE=3 SV=1	Ameiurus melas	840
A0A7J7EAV7	BICD cargo adaptor 2 OS=Diceros bicornis minor OX=77932 GN=HPG69_007915 PE=3 SV=1	Diceros bicornis minor	679
A0A8C5CHT7	Protein bicaudal D homolog 2-like OS=Gadus morhua OX=8049 GN=LOC115542466 PE=3 SV=1	Gadus morhua	805
A0A9D3P082	Bicaudal D OS=Hemibagrus wyckioides OX=337641 GN=KOW79_004062 PE=3 SV=1	Hemibagrus wyckioides	804
A0A8B9VQE8	BICD cargo adaptor 2 OS=Anas zonorhyncha OX=75864 PE=3 SV=1	Anas zonorhyncha	779
A0A8C5CA80	Protein bicaudal D homolog 2-like OS=Gadus morhua OX=8049 GN=LOC115542466 PE=3 SV=1	Gadus morhua	853
A0A8T0ART6	Protein bicaudal D homolog 2-like OS=Silurus meridionalis OX=175797 GN=HF521_006818 PE=3 SV=1	Silurus meridionalis	802
A0A673FP38	Protein bicaudal D homolog 2-like OS=Sinocyclocheilus rhinocerous OX=307959 GN=LOC107711785 PE=3 SV=1	Sinocyclocheilus rhinocerous	842
A0A674GQ84	BICD cargo adaptor 2 OS=Taeniopygia guttata OX=59729 GN=BICD2 PE=3 SV=1	Taeniopygia guttata	774
A0A401RUN3	Protein bicaudal D homolog 2 OS=Chiloscyllium punctatum OX=137246 GN=chiPu_0000247 PE=3 SV=1	Chiloscyllium punctatum	744
A0A670HN43	BICD cargo adaptor 2 OS=Podarcis muralis OX=64176 GN=BICD2 PE=3 SV=1	Podarcis muralis	774
A0A672IVU3	Protein bicaudal D homolog 2-like OS=Salarias fasciatus OX=181472 GN=LOC115408549 PE=3 SV=1	Salarias fasciatus	754
A0A7N8Y8T9	Protein bicaudal D homolog 2-like OS=Mastacembelus armatus OX=205130 PE=3 SV=1	Mastacembelus armatus	741
A0A3Q4IC86	Protein bicaudal D homolog 2-like OS=Neolamprologus brichardi OX=32507 GN=BICD2 PE=3 SV=1	Neolamprologus brichardi	773
A0A7L2RM99	BICD2 protein (Fragment) OS=Neodrepanis coruscans OX=254563 GN=Bicd2 PE=3 SV=1	Neodrepanis coruscans	671
A0A093F5D0	Protein bicaudal D 2 (Fragment) OS=Gavia stellata OX=37040 GN=N328_10973 PE=3 SV=1	Gavia stellata	676
A0A7L3IBY0	BICD2 protein (Fragment) OS=Pardalotus punctatus OX=254575 GN=Bicd2 PE=3 SV=1	Pardalotus punctatus	665
A0A667ZIV0	Protein bicaudal D homolog 2-like OS=Myripristis murdjan OX=586833 GN=BICD2 PE=3 SV=1	Myripristis murdjan	762
A0A7K8R0B1	BICD2 protein (Fragment) OS=Smithornis capensis OX=363769 GN=Bicd2_0 PE=3 SV=1	Smithornis capensis	702
A0A8C4EHX3	BICD2 protein OS=Dicentrarchus labrax OX=13489 PE=3 SV=1	Dicentrarchus labrax	744
A0A7L2WFK9	BICD2 protein (Fragment) OS=Pandion haliaetus OX=56262 GN=Bicd2 PE=3 SV=1	Pandion haliaetus	661
A0A851BXH9	BICD2 protein (Fragment) OS=Calyptomena viridis OX=135972 GN=Bicd2 PE=3 SV=1	Calyptomena viridis	706
A0A7L3FHG1	BICD2 protein (Fragment) OS=Zapornia atra OX=2585822 GN=Bicd2 PE=3 SV=1	Zapornia atra	706
A0A7K4Z949	BICD2 protein (Fragment) OS=Bucorvus abyssinicus OX=153643 GN=Bicd2 PE=3 SV=1	Bucorvus abyssinicus	712
A0A7L0SU67	BICD2 protein (Fragment) OS=Podilymbus podiceps OX=9252 GN=Bicd2 PE=3 SV=1	Podilymbus podiceps	707
A0A8C7ZHM6	BICD cargo adaptor 2 OS=Oryzias sinensis OX=183150 GN=BICD2 PE=3 SV=1	Oryzias sinensis	756
A0A668VWF0	BICD cargo adaptor 2 OS=Oreochromis aureus OX=47969 PE=3 SV=1	Oreochromis aureus	794
A0A665VZR5	Protein bicaudal D homolog 2-like OS=Echeneis naucrates OX=173247 GN=LOC115046032 PE=3 SV=1	Echeneis naucrates	757
A0A7K9CSV7	BICD2 protein (Fragment) OS=Hemiprocne comata OX=243314 GN=Bicd2 PE=3 SV=1	Hemiprocne comata	708
A0A851B7J3	BICD2 protein (Fragment) OS=Picathartes gymnocephalus OX=175131 GN=Bicd2 PE=3 SV=1	Picathartes gymnocephalus	696
A0A7L3NF29	BICD2 protein (Fragment) OS=Oreotrochilus melanogaster OX=689266 GN=Bicd2 PE=3 SV=1	Oreotrochilus melanogaster	709
A0A7L2ZA18	BICD2 protein (Fragment) OS=Jacana jacana OX=54508 GN=Bicd2 PE=3 SV=1	Jacana jacana	708
A0A8S4C2M4	(Atlantic silverside) hypothetical protein (Fragment) OS=Menidia menidia OX=238744 GN=MMEN_LOCUS21830 PE=3 SV=1	Menidia menidia	791
A0A7L1UJR7	BICD2 protein (Fragment) OS=Phainopepla nitens OX=161653 GN=Bicd2 PE=3 SV=1	Phainopepla nitens	696
A0A7L3Y7P3	BICD2 protein (Fragment) OS=Calonectris borealis OX=1323832 GN=Bicd2 PE=3 SV=1	Calonectris borealis	690
A0A851PVR3	BICD2 protein (Fragment) OS=Anhinga anhinga OX=56067 GN=Bicd2 PE=3 SV=1	Anhinga anhinga	707
A0A7K5X4I6	BICD2 protein (Fragment) OS=Dromas ardeola OX=458190 GN=Bicd2 PE=3 SV=1	Dromas ardeola	692
A0A9D3Q8C5	Bicaudal D OS=Megalops atlanticus OX=7932 GN=MATL_G00073980 PE=3 SV=1	Megalops atlanticus	797
A0A093CXH8	Protein bicaudal D 2 (Fragment) OS=Tauraco erythrolophus OX=121530 GN=N340_13613 PE=3 SV=1	Tauraco erythrolophus	706
A0A7K6H2S6	BICD2 protein (Fragment) OS=Malurus elegans OX=720584 GN=Bicd2 PE=3 SV=1	Malurus elegans	696
A0A7K4J3Q7	BICD2 protein (Fragment) OS=Geococcyx californianus OX=8947 GN=Bicd2 PE=3 SV=1	Geococcyx californianus	709
A0A8C7ZJC4	BICD cargo adaptor 2 OS=Oryzias sinensis OX=183150 GN=BICD2 PE=3 SV=1	Oryzias sinensis	786
A0A673CS33	Protein bicaudal D homolog 2-like OS=Sphaeramia orbicularis OX=375764 GN=LOC115423070 PE=3 SV=1	Sphaeramia orbicularis	778
A0A7L0Q329	BICD2 protein (Fragment) OS=Mesembrinibis cayennensis OX=1118748 GN=Bicd2 PE=3 SV=1	Mesembrinibis cayennensis	692
A0A6J2VKU8	Protein bicaudal D homolog 2-like isoform X2 OS=Chanos chanos OX=29144 GN=LOC115814781 PE=3 SV=1	Chanos chanos	805
A0A6J2VP72	Protein bicaudal D homolog 2-like isoform X1 OS=Chanos chanos OX=29144 GN=LOC115814781 PE=3 SV=1	Chanos chanos	839
A0A667Y3T2	Protein bicaudal D homolog 2-like OS=Myripristis murdjan OX=586833 GN=LOC115358695 PE=3 SV=1	Myripristis murdjan	821
A0A7J6CJ14	Uncharacterized protein OS=Onychostoma macrolepis OX=369639 GN=G5714_011661 PE=3 SV=1	Onychostoma macrolepis	817
A0A7L2VKI0	BICD2 protein (Fragment) OS=Brachypteracias leptosomus OX=135165 GN=Bicd2 PE=3 SV=1	Brachypteracias leptosomus	706
A0A673X5K4	Protein bicaudal D homolog 2-like OS=Salmo trutta OX=8032 GN=BICD2 PE=3 SV=1	Salmo trutta	729
A0A4W5MXS8	BICD cargo adaptor 2 OS=Hucho hucho OX=62062 GN=BICD2 PE=3 SV=1	Hucho hucho	754
A0A3Q4C0T8	Bicaudal D homolog 2 (Drosophila) OS=Mola mola OX=94237 PE=3 SV=1	Mola mola	873
A0A4W5NS22	BICD cargo adaptor 2 OS=Hucho hucho OX=62062 GN=BICD2 PE=3 SV=1	Hucho hucho	729
H3DKP7	BICD cargo adaptor 2 OS=Tetraodon nigroviridis OX=99883 GN=BICD2 PE=3 SV=1	Tetraodon nigroviridis	781
A0A6F9B0T6	BICD cargo adaptor 2 (Fragment) OS=Coregonus sp. 'balchen' OX=861768 GN=CSTEINMANNI_LOCUS2048353 PE=3 SV=1	Coregonus sp. 'balchen'	776
A0A6I9XDW8	Protein bicaudal D homolog 2 isoform X2 OS=Thamnophis sirtalis OX=35019 GN=BICD2 PE=3 SV=1	Thamnophis sirtalis	683
A0A498N303	Bicaudal D-like protein OS=Labeo rohita OX=84645 GN=ROHU_006524 PE=3 SV=1	Labeo rohita	926
A0A6P6L1X1	Protein bicaudal D homolog 2-like isoform X2 OS=Carassius auratus OX=7957 GN=LOC113055479 PE=3 SV=1	Carassius auratus	820
A0A6P6L288	Protein bicaudal D homolog 2-like isoform X1 OS=Carassius auratus OX=7957 GN=LOC113055479 PE=3 SV=1	Carassius auratus	883
G3N474	BICD cargo adaptor 2 OS=Gasterosteus aculeatus OX=69293 GN=BICD2 PE=3 SV=1	Gasterosteus aculeatus	850
A0A6I9X9Y0	Protein bicaudal D homolog 2 isoform X1 OS=Thamnophis sirtalis OX=35019 GN=BICD2 PE=3 SV=1	Thamnophis sirtalis	713
A0A6I9XEV3	Protein bicaudal D homolog 2 isoform X3 OS=Thamnophis sirtalis OX=35019 GN=BICD2 PE=3 SV=1	Thamnophis sirtalis	682
A0A4W5NS27	BICD cargo adaptor 2 OS=Hucho hucho OX=62062 GN=BICD2 PE=3 SV=1	Hucho hucho	726
A0A673IFA4	Protein bicaudal D homolog 2-like OS=Sinocyclocheilus rhinocerous OX=307959 GN=LOC107739657 PE=3 SV=1	Sinocyclocheilus rhinocerous	801
A0A669DSP2	BICD cargo adaptor 2 OS=Oreochromis niloticus OX=8128 GN=BICD2 PE=3 SV=1	Oreochromis niloticus	777
A0A671L3J1	Protein bicaudal D homolog 2-like OS=Sinocyclocheilus anshuiensis OX=1608454 GN=LOC107696460 PE=3 SV=1	Sinocyclocheilus anshuiensis	905
A0A673Z1D8	Protein bicaudal D homolog 2-like OS=Salmo trutta OX=8032 GN=BICD2 PE=3 SV=1	Salmo trutta	740
A0A672LL33	Protein bicaudal D homolog 2-like OS=Sinocyclocheilus grahami OX=75366 GN=LOC107578651 PE=3 SV=1	Sinocyclocheilus grahami	857
A0A3Q4G4Z5	Protein bicaudal D homolog 2-like OS=Neolamprologus brichardi OX=32507 PE=3 SV=1	Neolamprologus brichardi	819
A0A8C7JRP5	BICD cargo adaptor 2 OS=Oncorhynchus kisutch OX=8019 GN=BICD2 PE=3 SV=1	Oncorhynchus kisutch	741
A0A8C1EEH0	Bicaudal D homolog 2 (Drosophila) OS=Cyprinus carpio carpio OX=630221 PE=3 SV=2	Cyprinus carpio carpio	854
A0A671LUK2	Protein bicaudal D homolog 2-like OS=Sinocyclocheilus anshuiensis OX=1608454 GN=LOC107694868 PE=3 SV=1	Sinocyclocheilus anshuiensis	898
A0A8N7TEB8	Protein bicaudal D homolog 2 isoform X2 OS=Danio rerio OX=7955 GN=bicd2 PE=1 SV=1	Danio rerio	809
X1WDT9	Bicaudal D homolog 2 (Drosophila) OS=Danio rerio OX=7955 GN=bicd2 PE=1 SV=3	Danio rerio	846
A0A1S3P667	Protein bicaudal D homolog 2-like isoform X2 OS=Salmo salar OX=8030 GN=LOC106583446 PE=3 SV=1	Salmo salar	829
A0A1S3P6B7	Protein bicaudal D homolog 2-like isoform X1 OS=Salmo salar OX=8030 GN=LOC106583446 PE=3 SV=1	Salmo salar	852
A0A674EYX7	Protein bicaudal D homolog 2-like OS=Salmo trutta OX=8032 GN=LOC115208214 PE=3 SV=1	Salmo trutta	857
A0A6P6QC20	Protein bicaudal D homolog 2-like isoform X2 OS=Carassius auratus OX=7957 GN=LOC113110809 PE=3 SV=1	Carassius auratus	820
A0A6P6QBK7	Protein bicaudal D homolog 2-like isoform X1 OS=Carassius auratus OX=7957 GN=LOC113110809 PE=3 SV=1	Carassius auratus	857
A0A4W5Q9Y8	Bicaudal D homolog 2 (Drosophila) OS=Hucho hucho OX=62062 PE=3 SV=1	Hucho hucho	856
A0A4W5QX92	Bicaudal D homolog 2 (Drosophila) OS=Hucho hucho OX=62062 PE=3 SV=1	Hucho hucho	864
A0A673HPS2	Protein bicaudal D homolog 2-like OS=Sinocyclocheilus rhinocerous OX=307959 GN=LOC107743251 PE=3 SV=1	Sinocyclocheilus rhinocerous	854
A0A8C7GLG5	BICD cargo adaptor 2 OS=Oncorhynchus kisutch OX=8019 GN=BICD2 PE=3 SV=1	Oncorhynchus kisutch	729
A0A8M3B5A4	Protein bicaudal D homolog 2 OS=Danio rerio OX=7955 GN=zgc:171572 PE=3 SV=1	Danio rerio	749
A0A8C1FQ07	Bicaudal D homolog 2 (Drosophila) OS=Cyprinus carpio carpio OX=630221 PE=3 SV=2	Cyprinus carpio carpio	853
A0A3P9C2A0	Protein bicaudal D homolog 2 OS=Maylandia zebra OX=106582 PE=3 SV=1	Maylandia zebra	819
A0A1S3L8Z1	Protein bicaudal D homolog 2-like OS=Salmo salar OX=8030 GN=LOC106565154 PE=3 SV=1	Salmo salar	826
A0A674A110	Caspase recruitment domain-containing protein 19-like OS=Salmo trutta OX=8032 GN=LOC115151182 PE=3 SV=1	Salmo trutta	878
A0A674A0X8	Caspase recruitment domain-containing protein 19-like OS=Salmo trutta OX=8032 GN=LOC115151182 PE=3 SV=1	Salmo trutta	852
A0A3Q3CVA8	Protein bicaudal D homolog 2-like OS=Haplochromis burtoni OX=8153 PE=3 SV=1	Haplochromis burtoni	819
A0A672YDD4	Bicaudal D homolog 2 (Drosophila) OS=Sphaeramia orbicularis OX=375764 PE=3 SV=1	Sphaeramia orbicularis	822
A0A4W6EVS8	Bicaudal D homolog 2 (Drosophila) OS=Lates calcarifer OX=8187 PE=3 SV=1	Lates calcarifer	822
A0A060XE76	Protein bicaudal D homolog 2-like OS=Oncorhynchus mykiss OX=8022 GN=GSONMT00003197001 PE=3 SV=1	Oncorhynchus mykiss	1020
A0A668TQY0	Bicaudal D homolog 2 (Drosophila) OS=Oreochromis aureus OX=47969 PE=3 SV=1	Oreochromis aureus	817
A0A3Q1I4T2	Bicaudal D homolog 2 (Drosophila) OS=Anabas testudineus OX=64144 PE=3 SV=2	Anabas testudineus	825
A0A3P8TSQ1	Bicaudal D homolog 2 (Drosophila) OS=Amphiprion percula OX=161767 PE=3 SV=1	Amphiprion percula	816
A0A3Q1C6D6	Protein bicaudal D homolog 2-like OS=Amphiprion ocellaris OX=80972 PE=3 SV=1	Amphiprion ocellaris	869
A0A3Q1C8Y5	Protein bicaudal D homolog 2-like OS=Amphiprion ocellaris OX=80972 PE=3 SV=1	Amphiprion ocellaris	816
A0A2I4B1I1	Protein bicaudal D homolog 2-like OS=Austrofundulus limnaeus OX=52670 GN=LOC106516018 PE=3 SV=1	Austrofundulus limnaeus	807
A0A3P8ZQR8	Bicaudal D homolog 2 (Drosophila) OS=Esox lucius OX=8010 PE=3 SV=2	Esox lucius	834
I3JJN1	Protein bicaudal D homolog 2 OS=Oreochromis niloticus OX=8128 GN=LOC100693219 PE=3 SV=1	Oreochromis niloticus	817
A0A8U1F9F1	Protein bicaudal D homolog 2-like isoform X1 OS=Salvelinus namaycush OX=8040 GN=LOC120065366 PE=3 SV=1	Salvelinus namaycush	857
A0A8U1F979	Protein bicaudal D homolog 2-like isoform X2 OS=Salvelinus namaycush OX=8040 GN=LOC120065366 PE=3 SV=1	Salvelinus namaycush	846
A0A8U1FA17	Protein bicaudal D homolog 2-like isoform X3 OS=Salvelinus namaycush OX=8040 GN=LOC120065366 PE=3 SV=1	Salvelinus namaycush	834
A0A672GHY7	Protein bicaudal D homolog 2-like OS=Salarias fasciatus OX=181472 GN=LOC115388372 PE=3 SV=1	Salarias fasciatus	816
A0A6P7IHX2	Protein bicaudal D homolog 2-like OS=Parambassis ranga OX=210632 GN=LOC114436459 PE=3 SV=1	Parambassis ranga	815
A0A6P7MFU3	Protein bicaudal D homolog 2 OS=Betta splendens OX=158456 GN=LOC114854988 PE=3 SV=1	Betta splendens	808
A0A674NNV2	Bicaudal D homolog 2 (Drosophila) OS=Takifugu rubripes OX=31033 PE=3 SV=1	Takifugu rubripes	840
A0A672QPX8	Protein bicaudal D homolog 2-like OS=Sinocyclocheilus grahami OX=75366 GN=LOC107582381 PE=3 SV=1	Sinocyclocheilus grahami	892
A0A672QPP1	Protein bicaudal D homolog 2-like OS=Sinocyclocheilus grahami OX=75366 GN=LOC107582381 PE=3 SV=1	Sinocyclocheilus grahami	858
A0A553N058	Uncharacterized protein OS=Danionella translucida OX=623744 GN=DNTS_022333 PE=3 SV=1	Danionella translucida	851
H3BZM4	Bicaudal D homolog 2 (Drosophila) OS=Tetraodon nigroviridis OX=99883 PE=3 SV=1	Tetraodon nigroviridis	807
A0A8J0U571	Protein bicaudal D homolog 2 isoform X3 OS=Xenopus laevis OX=8355 GN=bicd2.S PE=3 SV=1	Xenopus laevis	769
A0A6G0J4K9	Protein bicaudal D-like protein 2 OS=Larimichthys crocea OX=215358 GN=D5F01_LYC03036 PE=3 SV=1	Larimichthys crocea	805
A0A6G1PIS4	Protein bicaudal D-like protein 2 OS=Channa argus OX=215402 GN=EXN66_Car005560 PE=3 SV=1	Channa argus	820
A0A8U1H5Q2	Protein bicaudal D homolog 2 OS=Salvelinus namaycush OX=8040 GN=bicd2 PE=3 SV=1	Salvelinus namaycush	822
A0A3Q1EII4	Protein bicaudal D homolog 2-like OS=Acanthochromis polyacanthus OX=80966 PE=3 SV=1	Acanthochromis polyacanthus	816
A0A671YH77	Bicaudal D homolog 2 (Drosophila) OS=Sparus aurata OX=8175 PE=3 SV=1	Sparus aurata	887
A0A8C9ZZB8	Protein bicaudal D homolog 2-like OS=Sander lucioperca OX=283035 GN=LOC116041558 PE=3 SV=1	Sander lucioperca	816
A0A3Q1H140	Protein bicaudal D homolog 2-like OS=Acanthochromis polyacanthus OX=80966 PE=3 SV=1	Acanthochromis polyacanthus	818
A0A8C4FD95	Bicaudal D homolog 2 (Drosophila) OS=Dicentrarchus labrax OX=13489 PE=3 SV=1	Dicentrarchus labrax	816
A0A5A9NG60	Protein bicaudal D-like protein 2 OS=Triplophysa tibetana OX=1572043 GN=E1301_Tti016312 PE=3 SV=1	Triplophysa tibetana	1019
A0A484DF60	Bicaudal D homolog 2 (Drosophila) OS=Perca flavescens OX=8167 GN=EPR50_G00039210 PE=3 SV=1	Perca flavescens	816
A0A8C8J8L4	Bicaudal D homolog 2 (Drosophila) OS=Oncorhynchus tshawytscha OX=74940 PE=3 SV=1	Oncorhynchus tshawytscha	864
A0A8C8J8U1	Bicaudal D homolog 2 (Drosophila) OS=Oncorhynchus tshawytscha OX=74940 PE=3 SV=1	Oncorhynchus tshawytscha	853
A0A6A5FLC7	Bicaudal D homolog 2 (Drosophila) OS=Perca fluviatilis OX=8168 GN=PFLUV_G00044740 PE=3 SV=1	Perca fluviatilis	816
A0A8C4A1L2	BICD cargo adaptor 2 OS=Denticeps clupeoides OX=299321 GN=bicd2 PE=3 SV=1	Denticeps clupeoides	832
H3DB22	Bicaudal D homolog 2 (Drosophila) OS=Tetraodon nigroviridis OX=99883 PE=3 SV=1	Tetraodon nigroviridis	807
A0A5C6N8D2	Protein bicaudal D-like protein 2 OS=Takifugu flavidus OX=433684 GN=D4764_04G0007170 PE=3 SV=1	Takifugu flavidus	983
A0A8C7HFB9	Protein bicaudal D homolog 2 OS=Oncorhynchus kisutch OX=8019 GN=LOC109891350 PE=3 SV=1	Oncorhynchus kisutch	853
A0A8C7HCV8	Protein bicaudal D homolog 2 OS=Oncorhynchus kisutch OX=8019 GN=LOC109891350 PE=3 SV=1	Oncorhynchus kisutch	864
A0A8C8G298	Protein bicaudal D homolog 2-like OS=Oncorhynchus tshawytscha OX=74940 GN=LOC112244870 PE=3 SV=1	Oncorhynchus tshawytscha	836
A0A8C8G2S8	Protein bicaudal D homolog 2-like OS=Oncorhynchus tshawytscha OX=74940 GN=LOC112244870 PE=3 SV=1	Oncorhynchus tshawytscha	853
A0A3Q3NN41	Bicaudal D homolog 2 (Drosophila) OS=Mastacembelus armatus OX=205130 PE=3 SV=1	Mastacembelus armatus	813
A0A3Q2ZK82	Protein bicaudal D homolog 2-like OS=Kryptolebias marmoratus OX=37003 PE=3 SV=1	Kryptolebias marmoratus	817
A0A674MGA9	Protein bicaudal D homolog 2 OS=Takifugu rubripes OX=31033 GN=BICD2 PE=3 SV=1	Takifugu rubripes	773
A0A8C7D2D2	Protein bicaudal D homolog 2-like OS=Oncorhynchus kisutch OX=8019 GN=LOC109892671 PE=3 SV=1	Oncorhynchus kisutch	853
A0A8C7CWE5	Protein bicaudal D homolog 2-like OS=Oncorhynchus kisutch OX=8019 GN=LOC109892671 PE=3 SV=1	Oncorhynchus kisutch	836
A0A5E4BXL5	BICD cargo adaptor 2 OS=Marmota monax OX=9995 GN=MONAX_5E033124 PE=3 SV=1	Marmota monax	591
A0A087YLI1	Protein bicaudal D homolog 2-like OS=Poecilia formosa OX=48698 PE=3 SV=2	Poecilia formosa	819
A0A2U9BFP4	Bicaudal D homolog 2 (Drosophila) OS=Scophthalmus maximus OX=52904 GN=LOC118310143 PE=3 SV=1	Scophthalmus maximus	813
M4ARL4	Protein bicaudal D homolog 2-like OS=Xiphophorus maculatus OX=8083 PE=3 SV=1	Xiphophorus maculatus	818
