Hit	DB	Accession	Description	Organism	Length	Score(Bits)	Identities(%)	Positives(%)	E()
590	TR	A0A3P9DIP5	Protein bicaudal D homolog 2 OS=Maylandia zebra OX=106582 GN=BICD2 PE=3 SV=1	Maylandia zebra	815	3012	75.4	85.8	0.0
591	TR	A0A8C9X1Z8	Protein bicaudal D homolog 2-like OS=Sander lucioperca OX=283035 GN=BICD2 PE=3 SV=1	Sander lucioperca	812	3012	76.1	87.0	0.0
592	TR	A0A665VYU4	Protein bicaudal D homolog 2-like OS=Echeneis naucrates OX=173247 GN=LOC115046032 PE=3 SV=1	Echeneis naucrates	830	3012	75.2	86.1	0.0
593	TR	A0A484D590	BICD cargo adaptor 2 OS=Perca flavescens OX=8167 GN=EPR50_G00074510 PE=3 SV=1	Perca flavescens	852	3012	76.1	86.9	0.0
594	TR	A0A851J6R6	BICD2 protein (Fragment) OS=Donacobius atricapilla OX=237420 GN=Bicd2 PE=3 SV=1	Donacobius atricapilla	769	3012	81.3	89.7	0.0
595	TR	A0A671VYC1	BICD cargo adaptor 2 OS=Sparus aurata OX=8175 GN=BICD2 PE=3 SV=1	Sparus aurata	838	3009	75.5	85.9	0.0
596	TR	A0A667ZSF2	Protein bicaudal D homolog 2-like OS=Myripristis murdjan OX=586833 GN=BICD2 PE=3 SV=1	Myripristis murdjan	849	3008	76.4	86.7	0.0
597	TR	A0A671VWL6	BICD cargo adaptor 2 OS=Sparus aurata OX=8175 GN=BICD2 PE=3 SV=1	Sparus aurata	920	3008	75.9	86.3	0.0
598	TR	A0A3P9DJS6	Protein bicaudal D homolog 2 OS=Maylandia zebra OX=106582 GN=BICD2 PE=3 SV=1	Maylandia zebra	830	3007	75.6	86.1	0.0
599	TR	A0A668VWE2	BICD cargo adaptor 2 OS=Oreochromis aureus OX=47969 PE=3 SV=1	Oreochromis aureus	846	3007	75.6	86.2	0.0
600	TR	A0A668VWD7	BICD cargo adaptor 2 OS=Oreochromis aureus OX=47969 PE=3 SV=1	Oreochromis aureus	829	3007	75.6	86.2	0.0
601	TR	A0A3Q2X4E4	Protein bicaudal D homolog 2-like OS=Haplochromis burtoni OX=8153 GN=BICD2 PE=3 SV=1	Haplochromis burtoni	830	3007	75.6	86.1	0.0
602	TR	A0A3Q3CDM9	Protein bicaudal D homolog 2-like OS=Haplochromis burtoni OX=8153 GN=BICD2 PE=3 SV=1	Haplochromis burtoni	845	3007	75.6	86.1	0.0
603	TR	V8NXN2	Protein bicaudal D-like 2 (Fragment) OS=Ophiophagus hannah OX=8665 GN=BICD2 PE=3 SV=1	Ophiophagus hannah	768	3006	81.0	90.6	0.0
604	TR	A0A8C9L9L8	BICD2 protein OS=Pavo cristatus OX=9049 PE=3 SV=1	Pavo cristatus	824	3005	78.6	86.2	0.0
605	TR	A0A7N8YCG1	Protein bicaudal D homolog 2-like OS=Mastacembelus armatus OX=205130 PE=3 SV=1	Mastacembelus armatus	821	3005	74.4	85.0	0.0
606	TR	A0A7K9EVR0	BICD2 protein (Fragment) OS=Baryphthengus martii OX=176943 GN=Bicd2 PE=3 SV=1	Baryphthengus martii	773	3005	81.1	88.7	0.0
607	TR	A0A7N8YQC7	Protein bicaudal D homolog 2-like OS=Mastacembelus armatus OX=205130 PE=3 SV=1	Mastacembelus armatus	860	3004	75.2	85.9	0.0
608	TR	A0A673CS28	Protein bicaudal D homolog 2-like OS=Sphaeramia orbicularis OX=375764 GN=LOC115423070 PE=3 SV=1	Sphaeramia orbicularis	816	3004	74.9	85.7	0.0
609	TR	A0A673CQ86	Protein bicaudal D homolog 2-like OS=Sphaeramia orbicularis OX=375764 GN=LOC115423070 PE=3 SV=1	Sphaeramia orbicularis	831	3004	74.9	85.7	0.0
610	TR	A0A6P7MZS7	Protein bicaudal D homolog 2 isoform X1 OS=Betta splendens OX=158456 GN=zgc:171572 PE=3 SV=1	Betta splendens	853	3003	75.3	85.6	0.0
611	TR	A0A6P7MY49	Protein bicaudal D homolog 2 isoform X2 OS=Betta splendens OX=158456 GN=zgc:171572 PE=3 SV=1	Betta splendens	813	3003	75.3	85.6	0.0
612	TR	A0A671VYC6	BICD cargo adaptor 2 OS=Sparus aurata OX=8175 GN=BICD2 PE=3 SV=1	Sparus aurata	909	3002	75.9	86.2	0.0
613	TR	A0A8C7ZHK2	BICD cargo adaptor 2 OS=Oryzias sinensis OX=183150 GN=BICD2 PE=3 SV=1	Oryzias sinensis	831	3001	73.9	85.3	0.0
614	TR	A0A3L8RY15	Protein bicaudal D homolog 2 OS=Chloebia gouldiae OX=44316 GN=DV515_00014515 PE=3 SV=1	Chloebia gouldiae	796	3001	80.5	88.9	0.0
615	TR	A0A8C9WZ61	Protein bicaudal D homolog 2-like OS=Sander lucioperca OX=283035 GN=BICD2 PE=3 SV=1	Sander lucioperca	852	2997	76.0	86.9	0.0
616	TR	A0A8C9X5B1	Protein bicaudal D homolog 2-like OS=Sander lucioperca OX=283035 GN=BICD2 PE=3 SV=1	Sander lucioperca	843	2997	75.8	86.7	0.0
617	TR	A0A8C9X1K0	Protein bicaudal D homolog 2-like OS=Sander lucioperca OX=283035 GN=BICD2 PE=3 SV=1	Sander lucioperca	842	2997	76.0	86.9	0.0
618	TR	A0A8C4EHN6	Protein bicaudal D homolog 2 OS=Dicentrarchus labrax OX=13489 PE=3 SV=1	Dicentrarchus labrax	835	2997	75.3	85.6	0.0
619	TR	A0A8P4G1B4	Protein bicaudal D homolog 2 OS=Dicentrarchus labrax OX=13489 PE=3 SV=1	Dicentrarchus labrax	860	2997	75.3	85.6	0.0
620	TR	A0A8C4EFQ1	Protein bicaudal D homolog 2 OS=Dicentrarchus labrax OX=13489 PE=3 SV=1	Dicentrarchus labrax	820	2997	75.3	85.6	0.0
621	TR	A0A8C4ELH0	Protein bicaudal D homolog 2 OS=Dicentrarchus labrax OX=13489 PE=3 SV=1	Dicentrarchus labrax	821	2997	74.8	85.3	0.0
622	TR	A0A7K6U9D8	BICD2 protein (Fragment) OS=Aegotheles bennettii OX=48278 GN=Bicd2 PE=3 SV=1	Aegotheles bennettii	768	2997	81.4	89.7	0.0
623	TR	A0A8C0IIJ1	BICD cargo adaptor 2 OS=Bubo bubo OX=30461 PE=3 SV=1	Bubo bubo	792	2995	82.5	90.6	0.0
624	TR	A0A8D0CQB8	Protein bicaudal D homolog 2-like OS=Sander lucioperca OX=283035 GN=BICD2 PE=3 SV=1	Sander lucioperca	835	2993	76.3	87.5	0.0
625	TR	A0A3B5QWW2	Protein bicaudal D homolog 2-like OS=Xiphophorus maculatus OX=8083 GN=BICD2 PE=3 SV=1	Xiphophorus maculatus	835	2993	74.5	86.0	0.0
626	TR	A0A3Q2X5K8	Protein bicaudal D homolog 2-like OS=Haplochromis burtoni OX=8153 GN=BICD2 PE=3 SV=1	Haplochromis burtoni	821	2993	75.2	85.5	0.0
627	TR	A0A665VZR1	Protein bicaudal D homolog 2-like OS=Echeneis naucrates OX=173247 GN=LOC115046032 PE=3 SV=1	Echeneis naucrates	849	2992	75.8	86.9	0.0
628	TR	M4AT16	Protein bicaudal D homolog 2-like OS=Xiphophorus maculatus OX=8083 GN=BICD2 PE=3 SV=2	Xiphophorus maculatus	820	2992	74.7	86.0	0.0
629	TR	A0A8C9X1W2	Protein bicaudal D homolog 2-like OS=Sander lucioperca OX=283035 GN=BICD2 PE=3 SV=1	Sander lucioperca	852	2991	75.8	86.5	0.0
630	TR	H2M6F0	Protein bicaudal D homolog 2 OS=Oryzias latipes OX=8090 GN=BICD2 PE=3 SV=2	Oryzias latipes	839	2991	73.9	85.2	0.0
631	TR	A0A7N8XY30	Protein bicaudal D homolog 2-like OS=Mastacembelus armatus OX=205130 PE=3 SV=1	Mastacembelus armatus	851	2990	74.2	84.9	0.0
632	TR	A0A8C7ZHJ0	BICD cargo adaptor 2 OS=Oryzias sinensis OX=183150 GN=BICD2 PE=3 SV=1	Oryzias sinensis	839	2989	73.9	85.2	0.0
633	TR	A0A8C7ZI34	BICD cargo adaptor 2 OS=Oryzias sinensis OX=183150 GN=BICD2 PE=3 SV=1	Oryzias sinensis	820	2989	73.9	85.2	0.0
634	TR	A0A673CN15	Protein bicaudal D homolog 2-like OS=Sphaeramia orbicularis OX=375764 GN=LOC115423070 PE=3 SV=1	Sphaeramia orbicularis	854	2989	74.8	85.6	0.0
635	TR	A0A673CKL1	Protein bicaudal D homolog 2-like OS=Sphaeramia orbicularis OX=375764 GN=LOC115423070 PE=3 SV=1	Sphaeramia orbicularis	849	2988	75.2	86.2	0.0
636	TR	A0A673CGN8	Protein bicaudal D homolog 2-like OS=Sphaeramia orbicularis OX=375764 GN=LOC115423070 PE=3 SV=1	Sphaeramia orbicularis	809	2986	75.2	86.2	0.0
637	TR	A0A834FCN2	Bicaudal D-like protein 2 OS=Oryzias melastigma OX=30732 GN=FQA47_016538 PE=3 SV=1	Oryzias melastigma	860	2984	74.7	85.7	0.0
638	TR	A0A6G0IQT9	Protein bicaudal D-like protein 2 OS=Larimichthys crocea OX=215358 GN=D5F01_LYC08765 PE=3 SV=1	Larimichthys crocea	820	2983	75.4	86.0	0.0
639	TR	A0A8C6Q2M4	Protein bicaudal D homolog 2-like OS=Nothobranchius furzeri OX=105023 GN=BICD2 PE=3 SV=1	Nothobranchius furzeri	860	2983	75.8	86.0	0.0
640	TR	A0A3Q2CYM8	Protein bicaudal D homolog 2-like OS=Cyprinodon variegatus OX=28743 GN=BICD2 PE=3 SV=1	Cyprinodon variegatus	837	2982	75.0	85.7	0.0
641	TR	A0A6J2W6D2	Protein bicaudal D homolog 2-like isoform X1 OS=Chanos chanos OX=29144 GN=LOC115820309 PE=3 SV=1	Chanos chanos	860	2981	74.1	86.0	0.0
642	TR	A0A6J2W2X7	Protein bicaudal D homolog 2-like isoform X2 OS=Chanos chanos OX=29144 GN=LOC115820309 PE=3 SV=1	Chanos chanos	827	2981	74.1	86.0	0.0
643	TR	A0A3Q3ELR9	Protein bicaudal D homolog 2-like OS=Labrus bergylta OX=56723 GN=BICD2 PE=3 SV=1	Labrus bergylta	858	2981	74.6	84.9	0.0
644	TR	A0A2I4CLS1	Protein bicaudal D homolog 2-like OS=Austrofundulus limnaeus OX=52670 GN=LOC106529942 PE=3 SV=1	Austrofundulus limnaeus	862	2981	75.3	85.7	0.0
645	TR	H3B4P8	BICD cargo adaptor 2 OS=Latimeria chalumnae OX=7897 GN=BICD2 PE=3 SV=1	Latimeria chalumnae	772	2977	79.8	89.8	0.0
646	TR	A0A667ZSA3	Protein bicaudal D homolog 2-like OS=Myripristis murdjan OX=586833 GN=BICD2 PE=3 SV=1	Myripristis murdjan	853	2975	76.5	86.8	0.0
647	TR	A0A8C7ZI44	BICD cargo adaptor 2 OS=Oryzias sinensis OX=183150 GN=BICD2 PE=3 SV=1	Oryzias sinensis	864	2974	73.8	85.1	0.0
648	TR	A0A437D7S1	Protein bicaudal D homolog 2 OS=Oryzias javanicus OX=123683 GN=OJAV_G00067480 PE=3 SV=1	Oryzias javanicus	839	2972	75.6	86.3	0.0
649	TR	A0A8C7ZJB4	BICD cargo adaptor 2 OS=Oryzias sinensis OX=183150 GN=BICD2 PE=3 SV=1	Oryzias sinensis	812	2971	74.1	85.6	0.0
650	TR	A0A8C6VZH9	Protein bicaudal D homolog 2-like OS=Nothobranchius furzeri OX=105023 GN=BICD2 PE=3 SV=1	Nothobranchius furzeri	856	2968	75.6	85.9	0.0
651	TR	A0A8C6Q0B7	Protein bicaudal D homolog 2-like OS=Nothobranchius furzeri OX=105023 GN=BICD2 PE=3 SV=1	Nothobranchius furzeri	837	2968	75.6	85.9	0.0
652	TR	A0A6P6BT98	inositol-pentakisphosphate 2-kinase OS=Pteropus vampyrus OX=132908 GN=LOC105304687 PE=3 SV=1	Pteropus vampyrus	1197	2967	77.2	81.2	0.0
653	TR	A0A6J2Q166	LOW QUALITY PROTEIN: protein bicaudal D homolog 2-like OS=Cottoperca gobio OX=56716 GN=LOC115010539 PE=3 SV=1	Cottoperca gobio	872	2965	74.3	84.9	0.0
654	TR	W5L7Q1	Protein bicaudal D homolog 2-like OS=Astyanax mexicanus OX=7994 GN=BICD2 PE=3 SV=1	Astyanax mexicanus	813	2964	74.8	85.6	0.0
655	TR	A0A3B1JKI1	Protein bicaudal D homolog 2-like OS=Astyanax mexicanus OX=7994 GN=BICD2 PE=3 SV=1	Astyanax mexicanus	848	2964	74.8	85.6	0.0
656	TR	A0A3B1JWP8	Protein bicaudal D homolog 2-like OS=Astyanax mexicanus OX=7994 GN=BICD2 PE=3 SV=1	Astyanax mexicanus	828	2964	74.8	85.6	0.0
657	TR	A0A8C9X1Y5	Protein bicaudal D homolog 2-like OS=Sander lucioperca OX=283035 GN=BICD2 PE=3 SV=1	Sander lucioperca	829	2962	76.6	87.8	0.0
658	TR	A0A669EK75	BICD cargo adaptor 2 OS=Oreochromis niloticus OX=8128 GN=BICD2 PE=3 SV=1	Oreochromis niloticus	794	2961	74.5	84.9	0.0
659	TR	A0A669EWE9	BICD cargo adaptor 2 OS=Oreochromis niloticus OX=8128 GN=BICD2 PE=3 SV=1	Oreochromis niloticus	852	2960	74.8	85.0	0.0
660	TR	I3KKN9	BICD cargo adaptor 2 OS=Oreochromis niloticus OX=8128 GN=BICD2 PE=3 SV=2	Oreochromis niloticus	828	2960	74.8	85.0	0.0
661	TR	A0A2U9C2Q0	BICD cargo adaptor 2 OS=Scophthalmus maximus OX=52904 GN=SMAX5B_014557 PE=3 SV=1	Scophthalmus maximus	918	2958	74.3	85.5	0.0
662	TR	A0A7N5P4K4	BICD cargo adaptor 2 OS=Ailuropoda melanoleuca OX=9646 GN=BICD2 PE=3 SV=1	Ailuropoda melanoleuca	765	2958	76.8	80.9	0.0
663	TR	A0A8C6Q4G1	Protein bicaudal D homolog 2-like OS=Nothobranchius furzeri OX=105023 GN=BICD2 PE=3 SV=1	Nothobranchius furzeri	843	2956	76.2	86.2	0.0
664	TR	A0A8C3G7Q0	BICD cargo adaptor 2 OS=Cyclopterus lumpus OX=8103 GN=BICD2 PE=3 SV=1	Cyclopterus lumpus	870	2956	74.6	85.1	0.0
665	TR	A0A8C5D7I6	Protein bicaudal D homolog 2-like OS=Gouania willdenowi OX=441366 GN=LOC114467691 PE=3 SV=1	Gouania willdenowi	825	2956	74.5	86.3	0.0
666	TR	A0A8C5D5X7	Protein bicaudal D homolog 2-like OS=Gouania willdenowi OX=441366 GN=LOC114467691 PE=3 SV=1	Gouania willdenowi	847	2955	74.9	86.5	0.0
667	TR	A0A4W5MWJ7	BICD cargo adaptor 2 OS=Hucho hucho OX=62062 GN=BICD2 PE=3 SV=1	Hucho hucho	804	2952	75.0	85.2	0.0
668	TR	A0A8C6UET6	BICD cargo adaptor 2 OS=Neogobius melanostomus OX=47308 PE=3 SV=1	Neogobius melanostomus	853	2950	75.1	85.2	0.0
669	TR	A0A6P8U7F3	Protein bicaudal D homolog 2-like isoform X2 OS=Gymnodraco acuticeps OX=8218 GN=LOC117543119 PE=3 SV=1	Gymnodraco acuticeps	814	2950	75.2	85.9	0.0
670	TR	A0A6P8TS63	Protein bicaudal D homolog 2-like isoform X1 OS=Gymnodraco acuticeps OX=8218 GN=LOC117543119 PE=3 SV=1	Gymnodraco acuticeps	854	2950	75.2	85.9	0.0
671	TR	A0A6I9Q1W7	Protein bicaudal D homolog 2-like OS=Notothenia coriiceps OX=8208 GN=LOC104966709 PE=3 SV=1	Notothenia coriiceps	854	2946	75.2	85.9	0.0
672	TR	A0A315W8F7	BICD cargo adaptor 2 OS=Gambusia affinis OX=33528 GN=CCH79_00006644 PE=3 SV=1	Gambusia affinis	977	2945	70.7	81.1	0.0
673	TR	A0A673X2Q0	Protein bicaudal D homolog 2-like OS=Salmo trutta OX=8032 GN=BICD2 PE=3 SV=1	Salmo trutta	821	2944	74.8	84.5	0.0
674	TR	A0A673X2L9	Protein bicaudal D homolog 2-like OS=Salmo trutta OX=8032 GN=BICD2 PE=3 SV=1	Salmo trutta	808	2943	74.2	84.1	0.0
675	TR	A0A673WUC3	Protein bicaudal D homolog 2-like OS=Salmo trutta OX=8032 GN=BICD2 PE=3 SV=1	Salmo trutta	810	2942	74.4	84.2	0.0
676	TR	W5N9R0	BICD cargo adaptor 2 OS=Lepisosteus oculatus OX=7918 GN=BICD2 PE=3 SV=1	Lepisosteus oculatus	850	2941	75.4	86.1	0.0
677	TR	A0A8C3AF55	BICD cargo adaptor 2 OS=Cyclopterus lumpus OX=8103 GN=BICD2 PE=3 SV=1	Cyclopterus lumpus	840	2941	74.5	85.0	0.0
678	TR	A0A1S3LH43	Protein bicaudal D homolog 2-like OS=Salmo salar OX=8030 GN=LOC106566609 PE=3 SV=1	Salmo salar	856	2940	74.5	84.1	0.0
679	TR	A0A8B7QCC6	inositol-pentakisphosphate 2-kinase OS=Hipposideros armiger OX=186990 GN=LOC109375243 PE=3 SV=1	Hipposideros armiger	1197	2940	76.5	80.8	0.0
680	TR	A0A8C3ADB0	BICD cargo adaptor 2 OS=Cyclopterus lumpus OX=8103 GN=BICD2 PE=3 SV=1	Cyclopterus lumpus	859	2939	73.7	84.2	0.0
681	TR	A0A4Z2B5M6	BICD cargo adaptor 2 OS=Takifugu bimaculatus OX=433685 GN=fugu_007136 PE=3 SV=1	Takifugu bimaculatus	860	2938	73.4	85.0	0.0
682	TR	A0A673Z2V3	Protein bicaudal D homolog 2-like OS=Salmo trutta OX=8032 GN=BICD2 PE=3 SV=1	Salmo trutta	804	2938	74.9	85.6	0.0
683	TR	A0A673WUH5	Protein bicaudal D homolog 2-like OS=Salmo trutta OX=8032 GN=BICD2 PE=3 SV=1	Salmo trutta	830	2937	74.5	84.4	0.0
684	TR	A0A4W5MUU9	BICD cargo adaptor 2 OS=Hucho hucho OX=62062 GN=BICD2 PE=3 SV=1	Hucho hucho	816	2937	75.2	85.4	0.0
685	TR	A0A4W5MWF0	BICD cargo adaptor 2 OS=Hucho hucho OX=62062 GN=BICD2 PE=3 SV=1	Hucho hucho	831	2937	75.2	85.4	0.0
686	TR	A0A3Q3XHA7	BICD cargo adaptor 2 OS=Mola mola OX=94237 PE=3 SV=1	Mola mola	840	2936	74.7	86.1	0.0
687	TR	A0A8C5D987	Protein bicaudal D homolog 2-like OS=Gouania willdenowi OX=441366 GN=LOC114467691 PE=3 SV=1	Gouania willdenowi	875	2936	74.4	86.0	0.0
688	TR	A0A673X2M5	Protein bicaudal D homolog 2-like OS=Salmo trutta OX=8032 GN=BICD2 PE=3 SV=1	Salmo trutta	856	2935	75.2	85.0	0.0
689	TR	A0A673Z1E2	Protein bicaudal D homolog 2-like OS=Salmo trutta OX=8032 GN=BICD2 PE=3 SV=1	Salmo trutta	811	2929	74.2	85.0	0.0
690	TR	A0A8U1EZT5	Protein bicaudal D homolog 2-like OS=Salvelinus namaycush OX=8040 GN=LOC120061335 PE=3 SV=1	Salvelinus namaycush	856	2929	74.2	84.1	0.0
691	TR	A0A674NCL3	Protein bicaudal D homolog 2 OS=Takifugu rubripes OX=31033 GN=BICD2 PE=3 SV=1	Takifugu rubripes	860	2928	73.2	84.8	0.0
692	TR	A0A674MBK7	Protein bicaudal D homolog 2 OS=Takifugu rubripes OX=31033 GN=BICD2 PE=3 SV=1	Takifugu rubripes	835	2928	73.2	84.8	0.0
693	TR	A0A8C7JK46	BICD cargo adaptor 2 OS=Oncorhynchus kisutch OX=8019 GN=BICD2 PE=3 SV=1	Oncorhynchus kisutch	820	2926	74.6	84.7	0.0
694	TR	A0A673Z2D7	Protein bicaudal D homolog 2-like OS=Salmo trutta OX=8032 GN=BICD2 PE=3 SV=1	Salmo trutta	815	2925	74.2	85.1	0.0
695	TR	A0A6Q2ZP49	Protein bicaudal D homolog 2 OS=Esox lucius OX=8010 GN=BICD2 PE=3 SV=1	Esox lucius	814	2925	73.6	84.1	0.0
696	TR	A0A6Q2ZPR2	Protein bicaudal D homolog 2 OS=Esox lucius OX=8010 GN=BICD2 PE=3 SV=1	Esox lucius	803	2925	73.7	84.1	0.0
697	TR	A0A8C8HA46	BICD cargo adaptor 2 OS=Oncorhynchus tshawytscha OX=74940 GN=BICD2 PE=3 SV=1	Oncorhynchus tshawytscha	810	2925	74.3	83.8	0.0
698	TR	A0A8C8CW49	Protein bicaudal D homolog 2-like OS=Oncorhynchus tshawytscha OX=74940 GN=BICD2 PE=3 SV=1	Oncorhynchus tshawytscha	855	2924	75.3	85.7	0.0
699	TR	A0A8C8EMY2	Protein bicaudal D homolog 2-like OS=Oncorhynchus tshawytscha OX=74940 GN=BICD2 PE=3 SV=1	Oncorhynchus tshawytscha	831	2924	75.3	85.7	0.0
700	TR	A0A8C8CM24	Protein bicaudal D homolog 2-like OS=Oncorhynchus tshawytscha OX=74940 GN=BICD2 PE=3 SV=1	Oncorhynchus tshawytscha	844	2924	75.3	85.7	0.0
701	TR	A0A8C7GHU1	BICD cargo adaptor 2 OS=Oncorhynchus kisutch OX=8019 GN=BICD2 PE=3 SV=1	Oncorhynchus kisutch	808	2924	74.1	83.6	0.0
702	TR	A0A673Z1X5	Protein bicaudal D homolog 2-like OS=Salmo trutta OX=8032 GN=BICD2 PE=3 SV=1	Salmo trutta	821	2923	75.1	85.8	0.0
703	TR	A0A673Z270	Protein bicaudal D homolog 2-like OS=Salmo trutta OX=8032 GN=BICD2 PE=3 SV=1	Salmo trutta	816	2923	75.1	85.8	0.0
704	TR	A0A8C7JM63	BICD cargo adaptor 2 OS=Oncorhynchus kisutch OX=8019 GN=BICD2 PE=3 SV=1	Oncorhynchus kisutch	831	2923	75.3	85.7	0.0
705	TR	A0A8C7JQ50	BICD cargo adaptor 2 OS=Oncorhynchus kisutch OX=8019 GN=BICD2 PE=3 SV=1	Oncorhynchus kisutch	851	2923	75.3	85.7	0.0
706	TR	A0A8C7JKD0	BICD cargo adaptor 2 OS=Oncorhynchus kisutch OX=8019 GN=BICD2 PE=3 SV=1	Oncorhynchus kisutch	821	2923	75.3	85.7	0.0
707	TR	A0A1S3MD85	Protein bicaudal D homolog 2-like isoform X3 OS=Salmo salar OX=8030 GN=LOC106571893 PE=3 SV=1	Salmo salar	856	2922	75.1	85.8	0.0
708	TR	A0A7J6CQB4	Uncharacterized protein OS=Onychostoma macrolepis OX=369639 GN=G5714_008781 PE=3 SV=1	Onychostoma macrolepis	805	2922	73.7	85.6	0.0
709	TR	A0A060X1A5	Uncharacterized protein OS=Oncorhynchus mykiss OX=8022 GN=GSONMT00054074001 PE=3 SV=1	Oncorhynchus mykiss	844	2918	75.2	85.6	0.0
710	TR	A0A3P9AC75	Protein bicaudal D homolog 2 OS=Esox lucius OX=8010 GN=BICD2 PE=3 SV=1	Esox lucius	854	2916	74.4	84.9	0.0
711	TR	A0A3P9AB76	Protein bicaudal D homolog 2 OS=Esox lucius OX=8010 GN=BICD2 PE=3 SV=1	Esox lucius	829	2916	74.4	84.9	0.0
712	TR	A0A3P8YQ16	Protein bicaudal D homolog 2 OS=Esox lucius OX=8010 GN=BICD2 PE=3 SV=1	Esox lucius	832	2916	74.4	84.9	0.0
713	TR	A0A8C8HA66	BICD cargo adaptor 2 OS=Oncorhynchus tshawytscha OX=74940 GN=BICD2 PE=3 SV=1	Oncorhynchus tshawytscha	832	2915	74.5	84.0	0.0
714	TR	A0A8C4GLU7	BICD cargo adaptor 2 OS=Dicentrarchus labrax OX=13489 PE=3 SV=1	Dicentrarchus labrax	848	2914	75.6	85.6	0.0
715	TR	A0A8C8M2J4	BICD cargo adaptor 2 OS=Oncorhynchus tshawytscha OX=74940 GN=BICD2 PE=3 SV=1	Oncorhynchus tshawytscha	817	2914	74.3	83.8	0.0
716	TR	A0A8C7GLP6	BICD cargo adaptor 2 OS=Oncorhynchus kisutch OX=8019 GN=BICD2 PE=3 SV=1	Oncorhynchus kisutch	830	2914	74.3	83.8	0.0
717	TR	A0A8D2QUW3	BICD cargo adaptor 2 OS=Zosterops lateralis melanops OX=1220523 PE=3 SV=1	Zosterops lateralis melanops	701	2913	82.7	90.9	0.0
718	TR	A0A8C7GGU3	BICD cargo adaptor 2 OS=Oncorhynchus kisutch OX=8019 GN=BICD2 PE=3 SV=1	Oncorhynchus kisutch	816	2911	74.3	83.8	0.0
719	TR	A0A8C0BUX7	BICD cargo adaptor 2 OS=Buteo japonicus OX=224669 PE=3 SV=1	Buteo japonicus	701	2910	82.7	90.6	0.0
720	TR	A0A8C8CV10	Protein bicaudal D homolog 2-like OS=Oncorhynchus tshawytscha OX=74940 GN=BICD2 PE=3 SV=1	Oncorhynchus tshawytscha	853	2909	75.2	85.6	0.0
721	TR	A0A673Z2A4	Protein bicaudal D homolog 2-like OS=Salmo trutta OX=8032 GN=BICD2 PE=3 SV=1	Salmo trutta	857	2908	75.0	85.7	0.0
722	TR	A0A8C7JMI7	BICD cargo adaptor 2 OS=Oncorhynchus kisutch OX=8019 GN=BICD2 PE=3 SV=1	Oncorhynchus kisutch	853	2908	75.2	85.6	0.0
723	TR	A0A674MLU8	Protein bicaudal D homolog 2 OS=Takifugu rubripes OX=31033 GN=BICD2 PE=3 SV=1	Takifugu rubripes	826	2907	73.2	84.7	0.0
724	TR	A0A8C8M2J8	BICD cargo adaptor 2 OS=Oncorhynchus tshawytscha OX=74940 GN=BICD2 PE=3 SV=1	Oncorhynchus tshawytscha	856	2907	74.0	83.4	0.0
725	TR	A0A674PJL4	Protein bicaudal D homolog 2 OS=Takifugu rubripes OX=31033 GN=BICD2 PE=3 SV=1	Takifugu rubripes	882	2905	73.1	84.6	0.0
726	TR	A0A663MN79	BICD cargo adaptor 2 OS=Athene cunicularia OX=194338 GN=BICD2 PE=3 SV=1	Athene cunicularia	701	2905	82.6	90.3	0.0
727	TR	A0A7J8IGA2	BICD cargo adaptor 2 OS=Rousettus aegyptiacus OX=9407 GN=HJG63_001475 PE=3 SV=1	Rousettus aegyptiacus	697	2902	88.4	92.0	0.0
728	TR	A0A8B7IW60	Protein bicaudal D homolog 2 isoform X2 OS=Apteryx mantelli mantelli OX=202946 GN=BICD2 PE=3 SV=1	Apteryx mantelli mantelli	701	2899	82.1	90.7	0.0
729	TR	H2TC96	Protein bicaudal D homolog 2 OS=Takifugu rubripes OX=31033 GN=BICD2 PE=3 SV=3	Takifugu rubripes	822	2898	74.1	85.6	0.0
730	TR	A0A8C7GKF1	BICD cargo adaptor 2 OS=Oncorhynchus kisutch OX=8019 GN=BICD2 PE=3 SV=1	Oncorhynchus kisutch	856	2898	74.0	83.4	0.0
731	TR	A0A8B7IXC8	Protein bicaudal D homolog 2 isoform X1 OS=Apteryx mantelli mantelli OX=202946 GN=BICD2 PE=3 SV=1	Apteryx mantelli mantelli	715	2897	82.0	90.7	0.0
732	TR	A0A8X7XNT9	BICD2 protein (Fragment) OS=Polypterus senegalus OX=55291 GN=Bicd2_0 PE=3 SV=1	Polypterus senegalus	810	2896	78.9	88.4	0.0
733	TR	A0A8C1FW59	Uncharacterized protein OS=Cyprinus carpio carpio OX=630221 PE=3 SV=1	Cyprinus carpio carpio	819	2896	72.4	84.2	0.0
734	TR	A0A9J7XY35	BICD cargo adaptor 2 OS=Cyprinus carpio carpio OX=630221 PE=3 SV=1	Cyprinus carpio carpio	846	2896	72.4	84.2	0.0
735	TR	A0A4U5UTA7	Protein bicaudal D-like protein 2 OS=Collichthys lucidus OX=240159 GN=D9C73_011881 PE=3 SV=1	Collichthys lucidus	914	2894	70.2	80.3	0.0
736	TR	A0A8U1C0H5	Protein bicaudal D homolog 2-like OS=Salvelinus namaycush OX=8040 GN=LOC120059507 PE=3 SV=1	Salvelinus namaycush	856	2893	74.6	85.1	0.0
